PART ID,TYPE,MANUFACTURER,YEAR,Qty,PRECIO,SUBTOTAL INVENTORY,ACTIVE
PART2452,battery,Volkswagen,2013,3.0,463.42,1390.26,0.0
PART2453,battery,Ford,2021,4.0,111.15,444.6,1.0
PART2454,brake,Ford,2020,5.0,386.21,1931.05,1.0
PART2455,transmission,Audi,2009,8.0,208.88,1671.04,
PART2456,brake,Audi,2015,7.0,329.33,2305.31,1.0
PART2457,engine,Volkswagen,2008,1.0,449.64,449.64,1.0
PART2458,brake,Mercedes,2006,4.0,188.34,753.36,0.0
PART2459,brake,Audi,2008,3.0,148.29,444.87,0.0
PART2460,engine,Toyota,2007,7.0,145.54,1018.78,
PART2461,tire,Honda,2012,7.0,314.68,2202.76,
PART2462,suspension,Ford,2014,8.0,52.36,418.88,
PART2463,brake,Toyota,2000,3.0,240.88,722.64,1.0
PART2464,transmission,Audi,2000,2.0,201.45,402.9,1.0
PART2465,suspension,Honda,2018,4.0,315.65,1262.6,1.0
PART2466,transmission,Toyota,2002,4.0,363.42,1453.68,0.0
PART2467,brake,Mercedes,2001,2.0,409.77,819.54,1.0
PART2468,suspension,Mercedes,2010,9.0,241.06,2169.54,0.0
PART2469,tire,Audi,2019,2.0,338.79,677.58,1.0
PART2470,tire,Audi,2008,5.0,254.08,1270.4,0.0
PART2471,tire,Mercedes,2022,4.0,426.66,1706.64,1.0
PART2472,engine,Honda,2004,2.0,456.25,912.5,1.0
PART2473,suspension,Volkswagen,2002,4.0,238.4,953.6,
PART2474,transmission,Ford,2014,5.0,151.63,758.15,0.0
PART2475,battery,Audi,2009,8.0,156.67,1253.36,0.0
PART2476,engine,Audi,2006,6.0,161.07,966.42,1.0
PART2477,transmission,Mercedes,2011,1.0,374.33,374.33,1.0
PART2478,suspension,BMW,2000,7.0,415.85,2910.9500000000003,
PART2479,engine,Mercedes,2008,8.0,465.02,3720.16,
PART2480,brake,Volkswagen,2000,4.0,494.18,1976.72,1.0
PART2481,brake,Toyota,2017,5.0,70.33,351.65,0.0
PART2482,suspension,Mercedes,2012,8.0,236.02,1888.16,1.0
PART2483,engine,Mercedes,2016,8.0,305.88,2447.04,
PART2484,engine,Volkswagen,2015,6.0,97.57,585.42,0.0
PART2485,battery,Ford,2000,7.0,203.21,1422.47,0.0
PART2486,engine,Audi,2021,5.0,323.9,1619.5,1.0
PART2487,brake,Mercedes,2018,2.0,499.95,999.9,
PART2488,tire,BMW,2022,4.0,208.49,833.96,1.0
PART2489,transmission,Toyota,2001,3.0,379.56,1138.68,1.0
PART2490,battery,Audi,2000,6.0,448.88,2693.2799999999997,
PART2491,suspension,Mercedes,2005,1.0,241.12,241.12,0.0
PART2492,engine,Toyota,2020,9.0,309.78,2788.0199999999995,0.0
PART2493,transmission,Toyota,2015,4.0,220.01,880.04,1.0
PART2494,suspension,BMW,2018,8.0,129.09,1032.72,1.0
PART2495,tire,Audi,2002,6.0,320.49,1922.94,0.0
PART2496,tire,BMW,2002,3.0,410.6,1231.8000000000002,1.0
PART2497,battery,Mercedes,2005,9.0,351.98,3167.82,
PART2498,battery,Audi,2021,9.0,110.54,994.86,1.0
PART2499,battery,Toyota,2015,1.0,289.55,289.55,1.0
PART2500,brake,BMW,2006,4.0,390.99,1563.96,0.0
PART2501,suspension,Ford,2010,9.0,65.85,592.65,
PART2502,transmission,Honda,2009,9.0,75.14,676.26,0.0
PART2503,transmission,Honda,2001,5.0,120.14,600.7,0.0
PART2504,suspension,BMW,2015,5.0,246.89,1234.4499999999998,0.0
PART2505,brake,Volkswagen,2021,4.0,338.43,1353.72,
PART2506,suspension,BMW,2019,6.0,363.99,2183.94,0.0
PART2507,transmission,Honda,2011,4.0,111.43,445.72,
PART2508,suspension,Honda,2010,5.0,396.41,1982.0500000000002,
PART2509,battery,Audi,2006,1.0,254.55,254.55,
PART2510,engine,Ford,2018,6.0,471.21,2827.2599999999998,1.0
PART2511,engine,Ford,2002,1.0,121.46,121.46,0.0
PART2512,tire,Audi,2010,1.0,127.9,127.9,
PART2513,battery,Ford,2013,1.0,237.46,237.46,
PART2514,tire,Toyota,2021,3.0,356.53,1069.59,
PART2515,suspension,Toyota,2003,1.0,202.31,202.31,
PART2516,battery,Toyota,2003,8.0,384.73,3077.84,1.0
PART2517,suspension,Mercedes,2015,8.0,306.73,2453.84,
PART2518,engine,Mercedes,2017,3.0,130.16,390.48,
PART2519,transmission,Toyota,2005,9.0,114.55,1030.95,0.0
PART2520,tire,Ford,2006,3.0,407.66,1222.98,0.0
PART2521,suspension,Mercedes,2003,4.0,177.0,708.0,1.0
PART2522,suspension,BMW,2015,5.0,172.75,863.75,0.0
PART2523,engine,Ford,2010,9.0,472.87,4255.83,
PART2524,battery,Toyota,2015,1.0,493.86,493.86,1.0
PART2525,engine,Honda,2011,6.0,330.4,1982.3999999999999,
PART2526,brake,Volkswagen,2011,7.0,261.12,1827.8400000000001,
PART2527,transmission,BMW,2005,3.0,127.02,381.06,0.0
PART2528,tire,Honda,2017,9.0,379.62,3416.58,1.0
PART2529,transmission,Toyota,2016,5.0,286.9,1434.5,0.0
PART2530,battery,Honda,2020,9.0,241.11,2169.9900000000002,
PART2531,battery,Audi,2014,7.0,240.49,1683.43,
PART2532,engine,Volkswagen,2012,8.0,309.38,2475.04,1.0
PART2533,tire,Toyota,2001,2.0,168.64,337.28,0.0
PART2534,engine,BMW,2008,9.0,406.47,3658.2300000000005,1.0
PART2535,battery,Audi,2011,4.0,335.71,1342.84,
PART2536,engine,Volkswagen,2007,5.0,119.87,599.35,0.0
PART2537,tire,BMW,2006,6.0,145.2,871.1999999999999,
PART2538,battery,Ford,2000,7.0,237.67,1663.6899999999998,0.0
PART2539,transmission,Toyota,2021,4.0,294.45,1177.8,
PART2540,transmission,Volkswagen,2016,1.0,357.11,357.11,1.0
PART2541,brake,BMW,2003,6.0,79.55,477.29999999999995,1.0
PART2542,battery,Volkswagen,2015,7.0,370.49,2593.4300000000003,
PART2543,battery,Audi,2001,9.0,176.78,1591.02,1.0
PART2544,brake,Ford,2018,9.0,471.96,4247.639999999999,1.0
PART2545,battery,Toyota,2021,6.0,182.68,1096.08,
PART2546,engine,Ford,2020,2.0,311.3,622.6,1.0
PART2547,battery,Mercedes,2006,9.0,404.98,3644.82,1.0
PART2548,brake,Ford,2006,6.0,293.75,1762.5,1.0
PART2549,brake,Volkswagen,2012,3.0,455.11,1365.33,
PART2550,battery,BMW,2022,5.0,249.27,1246.3500000000001,1.0
PART2551,engine,Audi,2004,4.0,178.88,715.52,1.0
PART2552,transmission,Volkswagen,2019,2.0,303.14,606.28,
PART2553,brake,Volkswagen,2002,5.0,258.36,1291.8000000000002,1.0
PART2554,transmission,Toyota,2003,2.0,496.66,993.32,
PART2555,suspension,Volkswagen,2022,6.0,408.41,2450.46,
PART2556,transmission,Honda,2018,7.0,111.96,783.7199999999999,1.0
PART2557,battery,Toyota,2013,9.0,220.01,1980.09,
PART2558,brake,Toyota,2002,6.0,66.09,396.54,1.0
PART2559,engine,Toyota,2001,5.0,222.14,1110.6999999999998,0.0
PART2560,brake,Mercedes,2012,3.0,475.03,1425.09,1.0
PART2561,engine,BMW,2021,2.0,233.54,467.08,1.0
PART2562,brake,Audi,2006,4.0,301.24,1204.96,1.0
PART2563,battery,Mercedes,2021,5.0,437.51,2187.55,0.0
PART2564,tire,BMW,2013,9.0,227.46,2047.14,1.0
PART2565,tire,Honda,2018,1.0,166.92,166.92,0.0
PART2566,brake,Honda,2013,6.0,187.18,1123.08,0.0
PART2567,suspension,Audi,2018,4.0,224.2,896.8,0.0
PART2568,tire,Mercedes,2004,1.0,65.3,65.3,0.0
PART2569,tire,Mercedes,2017,5.0,329.58,1647.8999999999999,0.0
PART2570,tire,Volkswagen,2003,6.0,377.15,2262.8999999999996,1.0
PART2571,brake,Ford,2015,9.0,355.28,3197.5199999999995,1.0
PART2572,brake,Mercedes,2013,1.0,215.15,215.15,1.0
PART2573,suspension,Audi,2014,2.0,384.82,769.64,0.0
PART2574,suspension,Mercedes,2004,9.0,325.03,2925.2699999999995,0.0
PART2575,battery,BMW,2020,9.0,418.51,3766.59,1.0
PART2576,transmission,Volkswagen,2001,7.0,460.21,3221.47,0.0
PART2577,battery,BMW,2010,2.0,161.0,322.0,
PART2578,suspension,Audi,2000,2.0,297.2,594.4,
PART2579,brake,Honda,2000,4.0,121.55,486.2,1.0
PART2580,engine,Toyota,2015,6.0,343.37,2060.2200000000003,0.0
PART2581,transmission,Ford,2000,5.0,151.91,759.55,0.0
PART2582,battery,Ford,2006,2.0,166.82,333.64,0.0
PART2583,engine,Audi,2000,6.0,412.44,2474.64,0.0
PART2584,tire,Mercedes,2001,4.0,329.49,1317.96,1.0
PART2585,tire,Ford,2010,8.0,368.12,2944.96,0.0
PART2586,engine,Honda,2004,9.0,157.91,1421.19,
PART2587,brake,Mercedes,2013,6.0,304.33,1825.98,1.0
PART2588,engine,Volkswagen,2008,3.0,333.42,1000.26,1.0
PART2589,tire,BMW,2013,6.0,348.66,2091.96,
PART2590,brake,BMW,2001,3.0,165.44,496.32,1.0
PART2591,engine,Audi,2003,4.0,348.44,1393.76,0.0
PART2592,suspension,Toyota,2017,7.0,86.45,605.15,
PART2593,transmission,Toyota,2002,6.0,221.14,1326.84,0.0
PART2594,engine,Toyota,2003,9.0,291.87,2626.83,0.0
PART2595,transmission,Volkswagen,2002,8.0,305.02,2440.16,0.0
PART2596,engine,Audi,2001,5.0,485.29,2426.4500000000003,1.0
PART2597,brake,Audi,2014,9.0,92.13,829.17,0.0
PART2598,tire,BMW,2011,9.0,395.12,3556.08,0.0
PART2599,suspension,BMW,2022,4.0,329.58,1318.32,
PART2600,transmission,Honda,2007,4.0,197.11,788.44,0.0
PART2601,suspension,Mercedes,2020,3.0,467.05,1401.15,0.0
PART2602,battery,Ford,2014,5.0,469.59,2347.95,1.0
PART2603,tire,Mercedes,2001,2.0,79.09,158.18,1.0
PART2604,suspension,Volkswagen,2009,3.0,54.48,163.44,1.0
PART2605,battery,Honda,2006,2.0,426.27,852.54,0.0
PART2606,tire,Honda,2014,7.0,234.29,1640.03,
PART2607,engine,Audi,2012,5.0,198.25,991.25,
PART2608,transmission,Volkswagen,2015,7.0,122.3,856.1,1.0
PART2609,transmission,Honda,2002,4.0,68.68,274.72,
PART2610,battery,Ford,2020,4.0,173.51,694.04,
PART2611,brake,Volkswagen,2003,9.0,337.41,3036.69,
PART2612,engine,Toyota,2012,5.0,209.08,1045.4,0.0
PART2613,brake,Mercedes,2001,7.0,372.85,2609.9500000000003,1.0
PART2614,battery,Toyota,2010,8.0,198.06,1584.48,
PART2615,battery,Volkswagen,2020,1.0,331.44,331.44,0.0
PART2616,suspension,Ford,2022,6.0,133.16,798.96,1.0
PART2617,engine,Toyota,2010,6.0,175.43,1052.58,1.0
PART2618,battery,Volkswagen,2016,4.0,182.95,731.8,0.0
PART2619,battery,Mercedes,2011,1.0,252.57,252.57,
PART2620,suspension,Volkswagen,2021,5.0,79.48,397.40000000000003,0.0
PART2621,tire,Ford,2000,2.0,147.84,295.68,1.0
PART2622,brake,Toyota,2010,2.0,220.77,441.54,1.0
PART2623,transmission,Volkswagen,2010,1.0,458.97,458.97,
PART2624,transmission,Toyota,2009,3.0,254.16,762.48,1.0
PART2625,battery,BMW,2013,2.0,289.03,578.06,1.0
PART2626,suspension,Volkswagen,2017,7.0,382.62,2678.34,
PART2627,suspension,Audi,2021,8.0,298.45,2387.6,0.0
PART2628,battery,Audi,2012,1.0,270.68,270.68,1.0
PART2629,brake,Mercedes,2007,3.0,285.51,856.53,0.0
PART2630,engine,Mercedes,2000,6.0,288.1,1728.6000000000001,
PART2631,engine,Ford,2003,5.0,227.32,1136.6,
PART2632,engine,Volkswagen,2021,6.0,94.01,564.0600000000001,
PART2633,brake,Mercedes,2013,6.0,460.24,2761.44,1.0
PART2634,suspension,Audi,2018,1.0,388.73,388.73,
PART2635,battery,BMW,2006,4.0,415.02,1660.08,
PART2636,brake,Audi,2022,6.0,422.34,2534.04,1.0
PART2637,transmission,Ford,2006,4.0,288.82,1155.28,
PART2638,transmission,Volkswagen,2007,8.0,491.09,3928.72,0.0
PART2639,transmission,Mercedes,2012,2.0,485.13,970.26,0.0
PART2640,suspension,Volkswagen,2020,7.0,358.13,2506.91,0.0
PART2641,suspension,Toyota,2015,4.0,99.39,397.56,1.0
PART2642,transmission,Mercedes,2001,1.0,198.02,198.02,1.0
PART2643,suspension,Toyota,2001,3.0,451.93,1355.79,0.0
PART2644,engine,Toyota,2016,3.0,239.99,719.97,
PART2645,battery,Honda,2009,1.0,143.39,143.39,1.0
PART2646,brake,Ford,2005,1.0,452.97,452.97,
PART2647,battery,Volkswagen,2017,5.0,447.13,2235.65,1.0
PART2648,brake,Toyota,2008,2.0,134.97,269.94,0.0
PART2649,battery,Audi,2016,1.0,164.82,164.82,0.0
PART2650,transmission,BMW,2020,7.0,416.73,2917.11,
PART2651,tire,Toyota,2022,5.0,257.12,1285.6,1.0
PART2652,suspension,Toyota,2011,2.0,498.94,997.88,0.0
PART2653,suspension,Honda,2005,8.0,244.24,1953.92,1.0
PART2654,brake,Mercedes,2003,7.0,180.28,1261.96,1.0
PART2655,battery,Volkswagen,2014,4.0,360.36,1441.44,
PART2656,transmission,Honda,2022,8.0,116.42,931.36,1.0
PART2657,brake,Honda,2003,9.0,96.81,871.29,1.0
PART2658,brake,Mercedes,2017,2.0,220.55,441.1,1.0
PART2659,tire,BMW,2013,4.0,364.13,1456.52,
PART2660,tire,Audi,2012,2.0,367.15,734.3,1.0
PART2661,battery,BMW,2004,9.0,203.85,1834.6499999999999,0.0
PART2662,engine,Ford,2010,7.0,123.23,862.61,
PART2663,brake,BMW,2003,4.0,99.66,398.64,1.0
PART2664,suspension,Audi,2021,4.0,239.3,957.2,0.0
PART2665,tire,Ford,2022,3.0,480.7,1442.1,0.0
PART2666,engine,BMW,2014,9.0,401.31,3611.79,0.0
PART2667,tire,Honda,2016,5.0,61.4,307.0,1.0
PART2668,suspension,Honda,2008,2.0,327.42,654.84,1.0
PART2669,suspension,BMW,2010,4.0,92.35,369.4,
PART2670,brake,Ford,2020,8.0,52.96,423.68,1.0
PART2671,engine,Toyota,2022,4.0,263.98,1055.92,
PART2672,brake,Honda,2013,1.0,269.97,269.97,
PART2673,transmission,Audi,2013,8.0,297.0,2376.0,0.0
PART2674,transmission,Toyota,2017,5.0,154.8,774.0,1.0
PART2675,brake,Volkswagen,2004,1.0,307.0,307.0,
PART2676,battery,BMW,2009,8.0,268.94,2151.52,1.0
PART2677,tire,Audi,2002,1.0,443.16,443.16,0.0
PART2678,engine,Audi,2005,8.0,143.41,1147.28,0.0
PART2679,tire,BMW,2013,9.0,322.18,2899.62,1.0
PART2680,brake,Toyota,2010,8.0,485.34,3882.72,1.0
PART2681,tire,Honda,2011,9.0,75.3,677.6999999999999,0.0
PART2682,suspension,BMW,2011,7.0,100.01,700.07,0.0
PART2683,transmission,Honda,2021,5.0,389.33,1946.6499999999999,
PART2684,battery,BMW,2021,9.0,233.67,2103.0299999999997,
PART2685,transmission,Ford,2019,3.0,144.92,434.76,1.0
PART2686,suspension,Toyota,2020,3.0,93.56,280.68,0.0
PART2687,tire,Honda,2013,2.0,197.13,394.26,1.0
PART2688,brake,Honda,2005,4.0,145.34,581.36,1.0
PART2689,transmission,Honda,2006,3.0,145.89,437.66999999999996,1.0
PART2690,battery,Honda,2019,6.0,288.9,1733.3999999999999,0.0
PART2691,tire,Honda,2012,2.0,66.66,133.32,1.0
PART2692,tire,BMW,2009,8.0,465.95,3727.6,0.0
PART2693,suspension,Volkswagen,2021,1.0,155.94,155.94,
PART2694,tire,Toyota,2019,1.0,82.77,82.77,0.0
PART2695,tire,Honda,2009,4.0,497.27,1989.08,0.0
PART2696,transmission,Audi,2013,3.0,436.34,1309.02,1.0
PART2697,brake,Volkswagen,2020,8.0,390.37,3122.96,0.0
PART2698,suspension,Mercedes,2022,7.0,289.95,2029.6499999999999,0.0
PART2699,transmission,Mercedes,2002,6.0,179.59,1077.54,1.0
PART2700,engine,Honda,2007,9.0,109.91,989.1899999999999,0.0
PART2701,transmission,Honda,2012,4.0,303.84,1215.36,
PART2702,battery,Honda,2000,4.0,444.1,1776.4,1.0
PART2703,battery,Ford,2018,6.0,474.87,2849.2200000000003,1.0
PART2704,engine,Audi,2002,7.0,69.71,487.96999999999997,
PART2705,suspension,Volkswagen,2009,6.0,67.54,405.24,
PART2706,battery,Volkswagen,2001,4.0,476.16,1904.64,1.0
PART2707,tire,Ford,2018,4.0,364.09,1456.36,1.0
PART2708,brake,BMW,2020,3.0,103.78,311.34000000000003,1.0
PART2709,suspension,Volkswagen,2013,5.0,180.17,900.8499999999999,0.0
PART2710,suspension,Mercedes,2008,2.0,450.95,901.9,0.0
PART2711,engine,Toyota,2011,3.0,166.25,498.75,
PART2712,tire,Toyota,2021,6.0,123.5,741.0,1.0
PART2713,battery,Toyota,2020,2.0,273.16,546.32,1.0
PART2714,transmission,Volkswagen,2013,4.0,223.92,895.68,0.0
PART2715,brake,BMW,2020,4.0,322.56,1290.24,0.0
PART2716,suspension,Audi,2010,6.0,435.16,2610.96,0.0
PART2717,tire,Audi,2018,9.0,351.75,3165.75,0.0
PART2718,brake,BMW,2002,2.0,351.76,703.52,0.0
PART2719,brake,Audi,2015,6.0,154.74,928.44,
PART2720,transmission,Audi,2010,2.0,200.42,400.84,0.0
PART2721,brake,BMW,2009,3.0,180.37,541.11,
PART2722,transmission,Mercedes,2010,4.0,457.87,1831.48,
PART2723,battery,Toyota,2016,6.0,129.13,774.78,
PART2724,battery,Ford,2003,3.0,261.03,783.0899999999999,1.0
PART2725,tire,BMW,2001,8.0,152.71,1221.68,
PART2726,tire,Mercedes,2005,2.0,183.25,366.5,1.0
PART2727,suspension,Ford,2022,9.0,426.73,3840.57,0.0
PART2728,battery,BMW,2006,7.0,117.2,820.4,0.0
PART2729,battery,Audi,2022,4.0,284.24,1136.96,1.0
PART2730,engine,Ford,2010,7.0,125.21,876.4699999999999,0.0
PART2731,tire,Toyota,2019,7.0,496.77,3477.39,1.0
PART2732,engine,BMW,2020,5.0,413.43,2067.15,0.0
PART2733,battery,BMW,2010,1.0,254.74,254.74,1.0
PART2734,tire,Mercedes,2014,3.0,280.04,840.1200000000001,
PART2735,tire,Audi,2014,7.0,373.07,2611.49,
PART2736,engine,Audi,2003,7.0,333.12,2331.84,1.0
PART2737,suspension,Toyota,2020,7.0,317.7,2223.9,1.0
PART2738,brake,Audi,2010,2.0,131.28,262.56,
PART2739,battery,Toyota,2019,7.0,226.78,1587.46,0.0
PART2740,brake,Ford,2006,9.0,433.15,3898.35,1.0
PART2741,tire,BMW,2007,3.0,96.74,290.21999999999997,1.0
PART2742,battery,Mercedes,2013,6.0,143.3,859.8000000000001,1.0
PART2743,engine,Mercedes,2013,1.0,462.96,462.96,
PART2744,brake,Volkswagen,2014,9.0,171.43,1542.8700000000001,1.0
PART2745,transmission,Mercedes,2008,1.0,345.7,345.7,1.0
PART2746,brake,Volkswagen,2013,8.0,261.55,2092.4,0.0
PART2747,battery,Volkswagen,2010,6.0,382.0,2292.0,0.0
PART2748,suspension,Ford,2005,1.0,192.93,192.93,0.0
PART2749,engine,Honda,2005,8.0,255.3,2042.4,1.0
PART2750,suspension,Toyota,2019,8.0,112.74,901.92,1.0
PART2751,battery,Mercedes,2022,4.0,240.41,961.64,1.0
PART2752,brake,Ford,2003,8.0,92.31,738.48,0.0
PART2753,battery,Volkswagen,2006,9.0,228.23,2054.0699999999997,
PART2754,suspension,BMW,2019,6.0,401.99,2411.94,1.0
PART2755,engine,Toyota,2004,2.0,208.44,416.88,
PART2756,battery,Ford,2021,8.0,425.9,3407.2,1.0
PART2757,engine,Ford,2015,7.0,420.74,2945.1800000000003,
PART2758,brake,Volkswagen,2011,8.0,206.75,1654.0,
PART2759,suspension,Honda,2010,1.0,110.58,110.58,0.0
PART2760,battery,Honda,2006,2.0,285.78,571.56,0.0
PART2761,suspension,Volkswagen,2002,8.0,432.84,3462.72,1.0
PART2762,battery,Ford,2007,7.0,422.18,2955.26,0.0
PART2763,engine,Volkswagen,2001,9.0,306.66,2759.94,1.0
PART2764,brake,Ford,2004,3.0,365.9,1097.6999999999998,0.0
PART2765,engine,Audi,2020,1.0,335.1,335.1,
PART2766,tire,Toyota,2019,5.0,53.54,267.7,
PART2767,engine,Mercedes,2022,7.0,202.36,1416.52,0.0
PART2768,engine,Ford,2015,2.0,80.84,161.68,0.0
PART2769,battery,Volkswagen,2019,5.0,464.07,2320.35,1.0
PART2770,brake,Honda,2010,6.0,466.63,2799.7799999999997,
PART2771,transmission,Mercedes,2011,7.0,496.23,3473.61,0.0
PART2772,tire,BMW,2022,3.0,439.91,1319.73,
PART2773,brake,Toyota,2006,7.0,366.2,2563.4,1.0
PART2774,battery,Mercedes,2021,9.0,101.78,916.02,1.0
PART2775,suspension,Audi,2002,7.0,246.17,1723.1899999999998,0.0
PART2776,engine,Toyota,2015,5.0,269.09,1345.4499999999998,1.0
PART2777,transmission,Volkswagen,2022,4.0,135.39,541.56,0.0
PART2778,tire,BMW,2021,2.0,120.49,240.98,1.0
PART2779,brake,Audi,2008,2.0,483.37,966.74,
PART2780,brake,BMW,2003,7.0,74.43,521.01,
PART2781,suspension,BMW,2022,5.0,456.39,2281.95,0.0
PART2782,tire,Volkswagen,2009,2.0,439.43,878.86,
PART2783,suspension,Toyota,2013,7.0,254.89,1784.23,0.0
PART2784,engine,BMW,2005,5.0,348.14,1740.6999999999998,
PART2785,engine,Audi,2012,5.0,469.85,2349.25,1.0
PART2786,brake,BMW,2010,9.0,229.1,2061.9,0.0
PART2787,tire,Mercedes,2007,2.0,170.71,341.42,1.0
PART2788,battery,Ford,2005,7.0,331.88,2323.16,1.0
PART2789,battery,Toyota,2020,4.0,257.1,1028.4,1.0
PART2790,tire,Audi,2018,6.0,108.09,648.54,
PART2791,suspension,Honda,2011,5.0,160.49,802.45,
PART2792,engine,Audi,2000,4.0,495.71,1982.84,1.0
PART2793,suspension,Mercedes,2000,9.0,134.94,1214.46,0.0
PART2794,brake,Toyota,2000,5.0,57.19,285.95,1.0
PART2795,engine,Volkswagen,2009,1.0,398.6,398.6,1.0
PART2796,suspension,Audi,2015,4.0,153.22,612.88,1.0
PART2797,transmission,BMW,2011,6.0,449.63,2697.7799999999997,
PART2798,battery,Mercedes,2018,8.0,368.41,2947.28,0.0
PART2799,brake,Mercedes,2003,2.0,424.41,848.82,1.0
PART2800,suspension,Ford,2006,8.0,168.08,1344.64,0.0
PART2801,transmission,BMW,2002,8.0,206.4,1651.2,1.0
PART2802,engine,Audi,2012,3.0,253.48,760.4399999999999,
PART2803,suspension,Volkswagen,2009,2.0,188.28,376.56,1.0
PART2804,tire,Ford,2018,1.0,351.61,351.61,0.0
PART2805,brake,Mercedes,2011,5.0,302.55,1512.75,
PART2806,tire,Volkswagen,2004,1.0,264.22,264.22,0.0
PART2807,engine,Ford,2012,4.0,373.48,1493.92,0.0
PART2808,engine,BMW,2006,4.0,449.81,1799.24,1.0
PART2809,battery,Honda,2022,3.0,71.1,213.29999999999998,1.0
PART2810,tire,Volkswagen,2007,1.0,480.32,480.32,
PART2811,engine,Volkswagen,2011,5.0,393.18,1965.9,1.0
PART2812,brake,Volkswagen,2000,1.0,368.61,368.61,
PART2813,tire,Mercedes,2001,2.0,100.16,200.32,0.0
PART2814,tire,Mercedes,2011,7.0,103.76,726.32,0.0
PART2815,tire,Honda,2021,3.0,462.89,1388.67,
PART2816,brake,Mercedes,2004,8.0,281.26,2250.08,0.0
PART2817,transmission,Honda,2019,2.0,445.47,890.94,0.0
PART2818,engine,Toyota,2019,4.0,232.86,931.44,0.0
PART2819,brake,BMW,2019,1.0,237.09,237.09,
PART2820,transmission,BMW,2013,6.0,207.67,1246.02,1.0
PART2821,brake,Audi,2022,3.0,411.84,1235.52,1.0
PART2822,engine,BMW,2006,6.0,145.11,870.6600000000001,0.0
PART2823,tire,Ford,2021,7.0,387.25,2710.75,
PART2824,tire,BMW,2019,7.0,395.52,2768.64,
PART2825,battery,Volkswagen,2006,9.0,198.39,1785.5099999999998,0.0
PART2826,brake,Ford,2011,9.0,229.15,2062.35,
PART2827,suspension,Toyota,2021,5.0,403.68,2018.4,1.0
PART2828,tire,Toyota,2020,2.0,415.15,830.3,
PART2829,transmission,Honda,2008,7.0,295.65,2069.5499999999997,0.0
PART2830,battery,Ford,2001,1.0,378.04,378.04,0.0
PART2831,transmission,Audi,2011,1.0,498.85,498.85,
PART2832,engine,Honda,2014,7.0,259.63,1817.4099999999999,0.0
PART2833,engine,Toyota,2016,4.0,71.52,286.08,1.0
PART2834,transmission,Volkswagen,2000,2.0,93.03,186.06,
PART2835,transmission,BMW,2005,6.0,375.96,2255.7599999999998,0.0
PART2836,battery,Honda,2013,3.0,139.41,418.23,
PART2837,suspension,Ford,2016,7.0,148.68,1040.76,1.0
PART2838,engine,BMW,2010,4.0,153.86,615.44,1.0
PART2839,battery,Volkswagen,2013,9.0,465.65,4190.849999999999,
PART2840,transmission,Toyota,2003,7.0,199.61,1397.27,0.0
PART2841,battery,Volkswagen,2012,4.0,184.47,737.88,
PART2842,tire,Honda,2012,2.0,331.86,663.72,1.0
PART2843,suspension,Audi,2012,4.0,372.34,1489.36,0.0
PART2844,brake,Honda,2002,4.0,277.07,1108.28,0.0
PART2845,engine,Honda,2006,7.0,269.93,1889.51,0.0
PART2846,transmission,Ford,2003,5.0,284.88,1424.4,
PART2847,engine,Toyota,2012,7.0,373.69,2615.83,0.0
PART2848,brake,Ford,2014,5.0,258.48,1292.4,1.0
PART2849,engine,Ford,2017,9.0,393.96,3545.64,0.0
PART2850,suspension,Volkswagen,2013,4.0,243.28,973.12,
PART2851,tire,BMW,2016,1.0,484.52,484.52,1.0
PART2852,transmission,Volkswagen,2019,9.0,304.4,2739.6,
PART2853,suspension,BMW,2004,6.0,429.63,2577.7799999999997,0.0
PART2854,transmission,Toyota,2016,3.0,427.71,1283.1299999999999,
PART2855,battery,BMW,2001,9.0,257.15,2314.35,
PART2856,tire,Volkswagen,2003,4.0,193.03,772.12,
PART2857,suspension,Toyota,2008,2.0,359.67,719.34,0.0
PART2858,engine,Honda,2011,5.0,261.25,1306.25,0.0
PART2859,battery,Mercedes,2014,6.0,454.85,2729.1000000000004,0.0
PART2860,suspension,Honda,2000,9.0,357.46,3217.14,
PART2861,tire,Ford,2012,9.0,259.2,2332.7999999999997,
PART2862,tire,Ford,2015,5.0,157.9,789.5,0.0
PART2863,tire,Volkswagen,2021,9.0,271.73,2445.57,0.0
PART2864,engine,BMW,2015,9.0,354.72,3192.4800000000005,1.0
PART2865,brake,Honda,2021,9.0,170.27,1532.43,1.0
PART2866,transmission,BMW,2007,1.0,161.79,161.79,0.0
PART2867,suspension,BMW,2014,5.0,411.72,2058.6000000000004,1.0
PART2868,engine,Toyota,2018,6.0,94.11,564.66,
PART2869,tire,Ford,2022,9.0,442.81,3985.29,0.0
PART2870,engine,Honda,2009,2.0,310.85,621.7,1.0
PART2871,brake,Ford,2014,3.0,142.66,427.98,0.0
PART2872,tire,Honda,2019,6.0,233.78,1402.68,
PART2873,battery,Ford,2017,5.0,406.62,2033.1,0.0
PART2874,engine,Honda,2004,9.0,169.09,1521.81,1.0
PART2875,tire,Volkswagen,2015,8.0,212.4,1699.2,
PART2876,suspension,Mercedes,2007,9.0,118.38,1065.42,1.0
PART2877,suspension,Honda,2004,1.0,134.01,134.01,1.0
PART2878,transmission,Mercedes,2011,1.0,92.19,92.19,
PART2879,engine,Toyota,2001,2.0,350.99,701.98,1.0
PART2880,tire,BMW,2008,2.0,110.96,221.92,1.0
